
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
79.41,µm,Spot,Image 1,13,1000074239,363546,
169.736,µm,Spot,Image 1,13,1000218062,363606,
166.619,µm,Spot,Image 1,13,1000278844,366498,
77.9184,µm,Spot,Image 1,13,1000221333,366718,
59.765,µm,Spot,Image 1,13,1000224241,367020,
81.6907,µm,Spot,Image 1,13,1000019405,367076,
119.48,µm,Spot,Image 1,13,1000338312,367314,
91.5248,µm,Spot,Image 1,13,1000165097,368149,
61.7069,µm,Spot,Image 1,13,1000224234,369566,
111.996,µm,Spot,Image 1,13,1000224431,369729,
39.3465,µm,Spot,Image 1,13,1000196023,369764,
149.816,µm,Spot,Image 1,13,1000253547,369823,
111.331,µm,Spot,Image 1,13,1000282540,370059,
165.394,µm,Spot,Image 1,13,1000080712,370551,
108.834,µm,Spot,Image 1,13,1000282868,370670,
159.724,µm,Spot,Image 1,13,1000196749,370869,
107.001,µm,Spot,Image 1,13,1000312915,371100,
46.6,µm,Spot,Image 1,13,1000111173,371189,
83.2383,µm,Spot,Image 1,13,1000371442,371442,
80.5131,µm,Spot,Image 1,13,1000226383,371745,
58.6399,µm,Spot,Image 1,13,1000027048,372095,
161.564,µm,Spot,Image 1,13,1000373068,373068,
128.426,µm,Spot,Image 1,13,1000026374,373583,
85.9917,µm,Spot,Image 1,13,1000026660,373869,
177.37,µm,Spot,Image 1,13,1000199932,373973,
180.48,µm,Spot,Image 1,13,1000257305,373980,
133.446,µm,Spot,Image 1,13,1000024512,374152,
129.247,µm,Spot,Image 1,13,1000260417,376655,
60.9812,µm,Spot,Image 1,13,1000260594,377159,
124.477,µm,Spot,Image 1,13,1000145899,377817,
118.874,µm,Spot,Image 1,13,1000232501,377823,
114.725,µm,Spot,Image 1,13,1000290426,377828,
