
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
34.2846,µm^2,Track,1002300559,
49.8417,µm^2,Track,1002307653,
55.6481,µm^2,Track,1002309454,
28.7099,µm^2,Track,1002316459,
31.7184,µm^2,Track,1002316883,
32.367,µm^2,Track,1002317275,
54.5677,µm^2,Track,1002336151,
29.4932,µm^2,Track,1002336484,
33.4416,µm^2,Track,1002360360,
39.0214,µm^2,Track,1002367218,
28.0796,µm^2,Track,1002369367,
42.9063,µm^2,Track,1002382179,
42.5004,µm^2,Track,1002396861,
80.9025,µm^2,Track,1002402760,
32.1952,µm^2,Track,1002404222,
26.2968,µm^2,Track,1002429210,
32.1264,µm^2,Track,1002435411,
47.1006,µm^2,Track,1002453328,
33.28,µm^2,Track,1002454260,
37.844,µm^2,Track,1002458180,
60.9343,µm^2,Track,1002460030,
36.9505,µm^2,Track,1002460974,
54.5726,µm^2,Track,1002461635,
38.7182,µm^2,Track,1002463724,
