
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
82.4011,18.402,106.659,°,Spot,Velocity Angle,8,1000196023,224808,
98.8153,163.179,104.221,°,Spot,Velocity Angle,8,1000138478,224884,
106.551,60.9732,34.2409,°,Spot,Velocity Angle,8,1000080712,224892,
95.3197,161.306,107.876,°,Spot,Velocity Angle,8,1000196749,225577,
101.576,11.7422,88.0446,°,Spot,Velocity Angle,8,1000111173,225870,
74.9767,23.1847,107.237,°,Spot,Velocity Angle,8,1000082174,226025,
79.7073,40.4797,51.387,°,Spot,Velocity Angle,8,1000226383,226383,
67.5091,31.5163,69.1345,°,Spot,Velocity Angle,8,1000026990,226673,
84.3372,174.339,89.902,°,Spot,Velocity Angle,8,1000025863,228123,
53.6497,37.9514,80.5707,°,Spot,Velocity Angle,8,1000026374,228289,
110.299,117.623,144.624,°,Spot,Velocity Angle,8,1000199932,228667,
79.0969,11.3153,87.0221,°,Spot,Velocity Angle,8,1000024512,228832,
71.2227,52.4247,136.407,°,Spot,Velocity Angle,8,1000027245,228847,
68.796,50.2411,132.715,°,Spot,Velocity Angle,8,1000027048,228921,
99.4089,91.5136,9.52905,°,Spot,Velocity Angle,8,1000027656,229877,
117.686,68.8543,143.974,°,Spot,Velocity Angle,8,1000026660,230497,
62.3213,27.6813,90.0027,°,Spot,Velocity Angle,8,1000028860,230918,
14.6534,99.6304,100.944,°,Spot,Velocity Angle,8,1000058544,231336,
146.837,123.171,90.0027,°,Spot,Velocity Angle,8,1000029962,231689,
171.318,81.315,90.0027,°,Spot,Velocity Angle,8,1000117221,232329,
151.29,118.718,90.0027,°,Spot,Velocity Angle,8,1000145899,232497,
60.4126,150.415,90.0027,°,Spot,Velocity Angle,8,1000232501,232501,
31.383,69.7741,112.92,°,Spot,Velocity Angle,9,1000178867,236041,
31.8653,58.219,92.0504,°,Spot,Velocity Angle,9,1000034728,236229,
164.707,105.292,89.5018,°,Spot,Velocity Angle,9,1000005575,237846,
44.1754,131.791,78.2421,°,Spot,Velocity Angle,9,1000094504,238096,
10.1914,80.4129,86.585,°,Spot,Velocity Angle,9,1000008102,240127,
39.2842,51.3095,84.2379,°,Spot,Velocity Angle,9,1000071729,244439,
38.3484,112.887,118.914,°,Spot,Velocity Angle,9,1000244446,244446,
99.444,41.4362,50.1262,°,Spot,Velocity Angle,9,1000158060,244507,
131.31,53.9811,117.869,°,Spot,Velocity Angle,9,1000069455,244734,
80.5645,110.877,23.0942,°,Spot,Velocity Angle,9,1000130081,244994,
7.72758,84.9537,95.8375,°,Spot,Velocity Angle,9,1000014633,245823,
137.85,74.0573,127.762,°,Spot,Velocity Angle,9,1000014915,246314,
4.24892,93.6726,87.8644,°,Spot,Velocity Angle,9,1000074239,246863,
67.7594,156.635,83.1922,°,Spot,Velocity Angle,9,1000218062,246918,
50.1997,39.8038,89.7906,°,Spot,Velocity Angle,9,1000018381,249362,
8.04837,81.9558,89.8482,°,Spot,Velocity Angle,9,1000221333,249997,
58.9443,69.6606,38.4694,°,Spot,Velocity Angle,9,1000019405,250348,
11.7907,100.121,84.0128,°,Spot,Velocity Angle,9,1000165097,251399,
43.3194,83.7135,132.633,°,Spot,Velocity Angle,9,1000136105,251464,
146.778,88.4015,56.824,°,Spot,Velocity Angle,9,1000224234,252909,
137.088,131.394,80.6341,°,Spot,Velocity Angle,9,1000224241,252913,
29.7658,60.6735,94.6409,°,Spot,Velocity Angle,9,1000224431,253095,
37.4434,126.946,84.7435,°,Spot,Velocity Angle,9,1000135496,253178,
33.8677,56.3291,86.7948,°,Spot,Velocity Angle,9,1000196023,253490,
14.1179,101.589,97.9589,°,Spot,Velocity Angle,9,1000253547,253547,
33.6866,85.606,56.6818,°,Spot,Velocity Angle,9,1000080712,253569,
40.1856,115.007,60.8233,°,Spot,Velocity Angle,9,1000138478,253896,
112.028,157.575,85.9704,°,Spot,Velocity Angle,9,1000196749,254212,
83.566,11.3434,99.3032,°,Spot,Velocity Angle,9,1000111173,254504,
30.4416,100.829,61.9322,°,Spot,Velocity Angle,9,1000226383,255067,
36.7953,99.3111,125.222,°,Spot,Velocity Angle,9,1000025863,256714,
3.78601,93.442,88.4219,°,Spot,Velocity Angle,9,1000026374,256892,
74.978,72.3423,156.487,°,Spot,Velocity Angle,9,1000026660,257187,
27.6477,77.7486,114.374,°,Spot,Velocity Angle,9,1000199932,257298,
12.2726,78.0064,92.5544,°,Spot,Velocity Angle,9,1000257305,257305,
18.2017,85.129,72.5098,°,Spot,Velocity Angle,9,1000024512,257487,
