
Track Position
 ==================== 
Track Position X Mean,Track Position Y Mean,Track Position Z Mean,Unit,Category,Collection,ID,
205.075,219.452,16.432,um,Track,Track Position,1000016508,
128.357,238.86,38.25,um,Track,Track Position,1000016512,
140.113,181.781,41.3727,um,Track,Track Position,1000016521,
104.136,107.957,9.88831,um,Track,Track Position,1000016531,
97.0061,105.358,5.25981,um,Track,Track Position,1000016534,
155.412,238.68,51.6667,um,Track,Track Position,1000016542,
132.6,348.034,21.45,um,Track,Track Position,1000016585,
145.768,266.979,25.3318,um,Track,Track Position,1000016590,
94.3852,316.351,8.85,um,Track,Track Position,1000016591,
109.797,159.723,51.9,um,Track,Track Position,1000016603,
74.2811,127.503,23.6979,um,Track,Track Position,1000016609,
47.7235,103.231,3.3,um,Track,Track Position,1000016611,
20.8229,116.818,3,um,Track,Track Position,1000016612,
182.185,167.601,9.22727,um,Track,Track Position,1000016623,
115.837,210.932,9.29012,um,Track,Track Position,1000016626,
143.544,373.913,36.1442,um,Track,Track Position,1000016639,
184.619,242.196,30.75,um,Track,Track Position,1000016641,
145.635,268.967,50.5832,um,Track,Track Position,1000016643,
142.882,340.992,13.7846,um,Track,Track Position,1000016665,
206.204,235.699,30.4527,um,Track,Track Position,1000016666,
81.0624,300.596,7.99168,um,Track,Track Position,1000016674,
145.396,184.969,29.1139,um,Track,Track Position,1000016677,
79.5038,277.808,5.10141,um,Track,Track Position,1000016700,
135.693,188.111,37.85,um,Track,Track Position,1000016703,
121.778,94.8267,35.1136,um,Track,Track Position,1000016708,
