
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
342.574,um,Surface,Distance from Origin,8,1000018802,19042,
299.417,um,Surface,Distance from Origin,8,1000018773,19043,
325.29,um,Surface,Distance from Origin,8,1000018912,19044,
277.914,um,Surface,Distance from Origin,8,1000019003,19045,
285.34,um,Surface,Distance from Origin,8,1000018913,19046,
284.784,um,Surface,Distance from Origin,8,1000019002,19047,
277.178,um,Surface,Distance from Origin,8,1000019004,19048,
284.78,um,Surface,Distance from Origin,8,1000019049,19049,
277.272,um,Surface,Distance from Origin,8,1000018774,19050,
285.009,um,Surface,Distance from Origin,8,1000018775,19051,
272.995,um,Surface,Distance from Origin,8,1000019007,19052,
247.099,um,Surface,Distance from Origin,8,1000018776,19053,
248.923,um,Surface,Distance from Origin,8,1000018777,19054,
233.063,um,Surface,Distance from Origin,8,1000018919,19055,
198.908,um,Surface,Distance from Origin,8,1000018778,19056,
253.089,um,Surface,Distance from Origin,8,1000018964,19057,
207.74,um,Surface,Distance from Origin,8,1000018779,19058,
373.018,um,Surface,Distance from Origin,9,1000018770,19059,
338.842,um,Surface,Distance from Origin,9,1000018769,19060,
359.131,um,Surface,Distance from Origin,9,1000018947,19061,
384.139,um,Surface,Distance from Origin,9,1000018812,19062,
370.404,um,Surface,Distance from Origin,9,1000018755,19063,
390.082,um,Surface,Distance from Origin,9,1000019064,19064,
387.639,um,Surface,Distance from Origin,9,1000018756,19065,
404.361,um,Surface,Distance from Origin,9,1000018759,19066,
388.168,um,Surface,Distance from Origin,9,1000018760,19067,
381.47,um,Surface,Distance from Origin,9,1000018788,19068,
390.188,um,Surface,Distance from Origin,9,1000018816,19069,
380.712,um,Surface,Distance from Origin,9,1000018858,19070,
393.687,um,Surface,Distance from Origin,9,1000018930,19071,
388.576,um,Surface,Distance from Origin,9,1000018970,19072,
389.89,um,Surface,Distance from Origin,9,1000018761,19073,
391.333,um,Surface,Distance from Origin,9,1000018762,19074,
398.778,um,Surface,Distance from Origin,9,1000018933,19075,
436.573,um,Surface,Distance from Origin,9,1000018764,19076,
417.082,um,Surface,Distance from Origin,9,1000018763,19077,
412.056,um,Surface,Distance from Origin,9,1000018794,19078,
444.049,um,Surface,Distance from Origin,9,1000018978,19079,
430.702,um,Surface,Distance from Origin,9,1000018766,19080,
458.259,um,Surface,Distance from Origin,9,1000018867,19081,
460.348,um,Surface,Distance from Origin,9,1000018797,19082,
463.532,um,Surface,Distance from Origin,9,1000018768,19083,
480.238,um,Surface,Distance from Origin,9,1000018799,19084,
494.837,um,Surface,Distance from Origin,9,1000018904,19085,
360.309,um,Surface,Distance from Origin,9,1000018996,19086,
326.847,um,Surface,Distance from Origin,9,1000019087,19087,
299.307,um,Surface,Distance from Origin,9,1000018773,19088,
325.279,um,Surface,Distance from Origin,9,1000018912,19089,
285.4,um,Surface,Distance from Origin,9,1000018913,19090,
278.564,um,Surface,Distance from Origin,9,1000019003,19091,
285.095,um,Surface,Distance from Origin,9,1000019002,19092,
276.028,um,Surface,Distance from Origin,9,1000019004,19093,
277.563,um,Surface,Distance from Origin,9,1000018774,19094,
284.7,um,Surface,Distance from Origin,9,1000019049,19095,
273.583,um,Surface,Distance from Origin,9,1000019007,19096,
246.913,um,Surface,Distance from Origin,9,1000018776,19097,
