
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
867,,Surface,5,Image 1,9,1000018996,19086,
2468,,Surface,5,Image 1,9,1000019087,19087,
1275,,Surface,5,Image 1,9,1000018773,19088,
4232,,Surface,5,Image 1,9,1000018912,19089,
1500,,Surface,5,Image 1,9,1000018913,19090,
4830,,Surface,5,Image 1,9,1000019003,19091,
982,,Surface,5,Image 1,9,1000019002,19092,
1337,,Surface,5,Image 1,9,1000019004,19093,
2750,,Surface,5,Image 1,9,1000018774,19094,
2465,,Surface,5,Image 1,9,1000019049,19095,
3863,,Surface,5,Image 1,9,1000019007,19096,
2449,,Surface,5,Image 1,9,1000018776,19097,
2238,,Surface,5,Image 1,9,1000018777,19098,
1330,,Surface,5,Image 1,9,1000018919,19099,
1600,,Surface,5,Image 1,9,1000018778,19100,
2460,,Surface,5,Image 1,9,1000018964,19101,
2325,,Surface,5,Image 1,9,1000018779,19102,
2760,,Surface,5,Image 1,10,1000018947,19103,
1530,,Surface,5,Image 1,10,1000018812,19104,
2321,,Surface,5,Image 1,10,1000018755,19105,
617,,Surface,5,Image 1,10,1000019064,19106,
1020,,Surface,5,Image 1,10,1000018756,19107,
3589,,Surface,5,Image 1,10,1000019108,19108,
1020,,Surface,5,Image 1,10,1000019109,19109,
1112,,Surface,5,Image 1,10,1000018759,19110,
2805,,Surface,5,Image 1,10,1000018788,19111,
4495,,Surface,5,Image 1,10,1000018760,19112,
1020,,Surface,5,Image 1,10,1000018858,19113,
1275,,Surface,5,Image 1,10,1000019114,19114,
2550,,Surface,5,Image 1,10,1000018816,19115,
4251,,Surface,5,Image 1,10,1000018970,19116,
3636,,Surface,5,Image 1,10,1000018930,19117,
7890,,Surface,5,Image 1,10,1000018761,19118,
3496,,Surface,5,Image 1,10,1000018762,19119,
510,,Surface,5,Image 1,10,1000018933,19120,
4373,,Surface,5,Image 1,10,1000018764,19121,
4500,,Surface,5,Image 1,10,1000018794,19122,
4143,,Surface,5,Image 1,10,1000018978,19123,
4335,,Surface,5,Image 1,10,1000018766,19124,
463,,Surface,5,Image 1,10,1000018867,19125,
162,,Surface,5,Image 1,10,1000018797,19126,
2752,,Surface,5,Image 1,10,1000018768,19127,
