
Shortest Distance to Surfaces Surfaces=Surfaces 1
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,TrackID,ID,
132.366,um,Surface,Surfaces 1,9,1000018930,19071,
105.092,um,Surface,Surfaces 1,9,1000018970,19072,
100.947,um,Surface,Surfaces 1,9,1000018761,19073,
93.3267,um,Surface,Surfaces 1,9,1000018762,19074,
109.577,um,Surface,Surfaces 1,9,1000018933,19075,
192.273,um,Surface,Surfaces 1,9,1000018764,19076,
157.313,um,Surface,Surfaces 1,9,1000018763,19077,
130.682,um,Surface,Surfaces 1,9,1000018794,19078,
201.795,um,Surface,Surfaces 1,9,1000018978,19079,
152.161,um,Surface,Surfaces 1,9,1000018766,19080,
214.002,um,Surface,Surfaces 1,9,1000018867,19081,
187.483,um,Surface,Surfaces 1,9,1000018797,19082,
187.161,um,Surface,Surfaces 1,9,1000018768,19083,
219.624,um,Surface,Surfaces 1,9,1000018799,19084,
222.76,um,Surface,Surfaces 1,9,1000018904,19085,
178.845,um,Surface,Surfaces 1,9,1000018996,19086,
143.885,um,Surface,Surfaces 1,9,1000019087,19087,
115.597,um,Surface,Surfaces 1,9,1000018773,19088,
180.154,um,Surface,Surfaces 1,9,1000018912,19089,
87.1686,um,Surface,Surfaces 1,9,1000018913,19090,
78.6517,um,Surface,Surfaces 1,9,1000019003,19091,
90.23,um,Surface,Surfaces 1,9,1000019002,19092,
94.9753,um,Surface,Surfaces 1,9,1000019004,19093,
94.4267,um,Surface,Surfaces 1,9,1000018774,19094,
109.176,um,Surface,Surfaces 1,9,1000019049,19095,
89.111,um,Surface,Surfaces 1,9,1000019007,19096,
42.503,um,Surface,Surfaces 1,9,1000018776,19097,
109.143,um,Surface,Surfaces 1,9,1000018777,19098,
126.59,um,Surface,Surfaces 1,9,1000018919,19099,
104.691,um,Surface,Surfaces 1,9,1000018778,19100,
176.282,um,Surface,Surfaces 1,9,1000018964,19101,
156.08,um,Surface,Surfaces 1,9,1000018779,19102,
97.0585,um,Surface,Surfaces 1,10,1000018947,19103,
152.819,um,Surface,Surfaces 1,10,1000018812,19104,
134.405,um,Surface,Surfaces 1,10,1000018755,19105,
163.065,um,Surface,Surfaces 1,10,1000019064,19106,
131.547,um,Surface,Surfaces 1,10,1000018756,19107,
155.124,um,Surface,Surfaces 1,10,1000019108,19108,
180.911,um,Surface,Surfaces 1,10,1000019109,19109,
165.464,um,Surface,Surfaces 1,10,1000018759,19110,
99.4862,um,Surface,Surfaces 1,10,1000018788,19111,
127.561,um,Surface,Surfaces 1,10,1000018760,19112,
91.6899,um,Surface,Surfaces 1,10,1000018858,19113,
123.938,um,Surface,Surfaces 1,10,1000019114,19114,
116.346,um,Surface,Surfaces 1,10,1000018816,19115,
105.578,um,Surface,Surfaces 1,10,1000018970,19116,
131.595,um,Surface,Surfaces 1,10,1000018930,19117,
100.268,um,Surface,Surfaces 1,10,1000018761,19118,
93.9276,um,Surface,Surfaces 1,10,1000018762,19119,
110.107,um,Surface,Surfaces 1,10,1000018933,19120,
192.257,um,Surface,Surfaces 1,10,1000018764,19121,
131.744,um,Surface,Surfaces 1,10,1000018794,19122,
201.777,um,Surface,Surfaces 1,10,1000018978,19123,
152.035,um,Surface,Surfaces 1,10,1000018766,19124,
213.598,um,Surface,Surfaces 1,10,1000018867,19125,
186.789,um,Surface,Surfaces 1,10,1000018797,19126,
185.38,um,Surface,Surfaces 1,10,1000018768,19127,
220.672,um,Surface,Surfaces 1,10,1000018799,19128,
221.453,um,Surface,Surfaces 1,10,1000018904,19129,
87.8775,um,Surface,Surfaces 1,10,1000018769,19130,
176.771,um,Surface,Surfaces 1,10,1000018770,19131,
178.465,um,Surface,Surfaces 1,10,1000018996,19132,
76.4278,um,Surface,Surfaces 1,10,1000019133,19133,
143.544,um,Surface,Surfaces 1,10,1000019087,19134,
115.648,um,Surface,Surfaces 1,10,1000018773,19135,
178.553,um,Surface,Surfaces 1,10,1000018912,19136,
79.3184,um,Surface,Surfaces 1,10,1000019003,19137,
90.1051,um,Surface,Surfaces 1,10,1000019002,19138,
87.2781,um,Surface,Surfaces 1,10,1000018913,19139,
94.0499,um,Surface,Surfaces 1,10,1000019004,19140,
93.99,um,Surface,Surfaces 1,10,1000018774,19141,
106.391,um,Surface,Surfaces 1,10,1000019049,19142,
87.7904,um,Surface,Surfaces 1,10,1000019007,19143,
40.7174,um,Surface,Surfaces 1,10,1000018776,19144,
109.671,um,Surface,Surfaces 1,10,1000018777,19145,
124.411,um,Surface,Surfaces 1,10,1000018919,19146,
104.039,um,Surface,Surfaces 1,10,1000018778,19147,
177.179,um,Surface,Surfaces 1,10,1000018964,19148,
155.429,um,Surface,Surfaces 1,10,1000018779,19149,
26.5895,um,Surface,Surfaces 1,11,1000019150,19150,
179.338,um,Surface,Surfaces 1,11,1000018770,19151,
36.0437,um,Surface,Surfaces 1,11,1000019152,19152,
148.684,um,Surface,Surfaces 1,11,1000018812,19153,
98.6441,um,Surface,Surfaces 1,11,1000018947,19154,
135.775,um,Surface,Surfaces 1,11,1000018755,19155,
161.571,um,Surface,Surfaces 1,11,1000019064,19156,
128.012,um,Surface,Surfaces 1,11,1000018756,19157,
154.023,um,Surface,Surfaces 1,11,1000019108,19158,
178.515,um,Surface,Surfaces 1,11,1000019109,19159,
98.8467,um,Surface,Surfaces 1,11,1000018788,19160,
164.374,um,Surface,Surfaces 1,11,1000018759,19161,
128.283,um,Surface,Surfaces 1,11,1000018760,19162,
93.436,um,Surface,Surfaces 1,11,1000018858,19163,
120.986,um,Surface,Surfaces 1,11,1000019114,19164,
113.442,um,Surface,Surfaces 1,11,1000018816,19165,
105.705,um,Surface,Surfaces 1,11,1000018970,19166,
132.128,um,Surface,Surfaces 1,11,1000018930,19167,
99.1486,um,Surface,Surfaces 1,11,1000018761,19168,
93.3807,um,Surface,Surfaces 1,11,1000018762,19169,
108.907,um,Surface,Surfaces 1,11,1000018933,19170,
189.793,um,Surface,Surfaces 1,11,1000018764,19171,
132.966,um,Surface,Surfaces 1,11,1000018794,19172,
200.148,um,Surface,Surfaces 1,11,1000018978,19173,
152.527,um,Surface,Surfaces 1,11,1000018766,19174,
209.447,um,Surface,Surfaces 1,11,1000018867,19175,
184.911,um,Surface,Surfaces 1,11,1000018768,19176,
219.422,um,Surface,Surfaces 1,11,1000018799,19177,
219.581,um,Surface,Surfaces 1,11,1000018904,19178,
175.962,um,Surface,Surfaces 1,11,1000018996,19179,
137.106,um,Surface,Surfaces 1,11,1000019180,19180,
78.4452,um,Surface,Surfaces 1,11,1000019133,19181,
141.873,um,Surface,Surfaces 1,11,1000019087,19182,
116.78,um,Surface,Surfaces 1,11,1000018773,19183,
83.474,um,Surface,Surfaces 1,11,1000019003,19184,
89.6629,um,Surface,Surfaces 1,11,1000019002,19185,
85.5004,um,Surface,Surfaces 1,11,1000018913,19186,
95.1913,um,Surface,Surfaces 1,11,1000019004,19187,
92.9399,um,Surface,Surfaces 1,11,1000018774,19188,
104.944,um,Surface,Surfaces 1,11,1000019049,19189,
88.7254,um,Surface,Surfaces 1,11,1000019007,19190,
85.342,um,Surface,Surfaces 1,11,1000019191,19191,
42.4811,um,Surface,Surfaces 1,11,1000018776,19192,
112.465,um,Surface,Surfaces 1,11,1000018777,19193,
104.531,um,Surface,Surfaces 1,11,1000018778,19194,
174.659,um,Surface,Surfaces 1,11,1000018964,19195,
155.986,um,Surface,Surfaces 1,11,1000018779,19196,
36.8795,um,Surface,Surfaces 1,12,1000019152,19197,
180.378,um,Surface,Surfaces 1,12,1000018770,19198,
147.522,um,Surface,Surfaces 1,12,1000018812,19199,
99.5171,um,Surface,Surfaces 1,12,1000018947,19200,
136.146,um,Surface,Surfaces 1,12,1000018755,19201,
161.59,um,Surface,Surfaces 1,12,1000019064,19202,
99.8324,um,Surface,Surfaces 1,12,1000018788,19203,
179.266,um,Surface,Surfaces 1,12,1000019109,19204,
165.748,um,Surface,Surfaces 1,12,1000018759,19205,
157.282,um,Surface,Surfaces 1,12,1000019108,19206,
129.086,um,Surface,Surfaces 1,12,1000018760,19207,
